A,B,C,Livre,edge_AB,edge_AC,edge_BC,check,Clé_trio,Uniques?,Family_A,Color_A,Family_B,Color_B,Family_C,Color_C
Potato,Smoked Fish,Cabbage,I,Potato|Smoked Fish,Cabbage|Potato,Cabbage|Smoked Fish,TRUE,Cabbage|Potato|Smoked Fish,3,Sulphurous ; Cruciferous,#f8dc6a,Brine & Salt,#c3d7d2,Sulphurous,#f8dc6a
Potato,Truffle,Cabbage,I,Potato|Truffle,Cabbage|Potato,Cabbage|Truffle,TRUE,Cabbage|Potato|Truffle,3,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous ; Allium,#f8dc6a,Sulphurous,#f8dc6a
Carrot,Onion,Cabbage,I,Carrot|Onion,Cabbage|Carrot,Cabbage|Onion,TRUE,Cabbage|Carrot|Onion,3,Citrussy,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Chestnut,Chicken,Cabbage,I,Chestnut|Chicken,Cabbage|Chestnut,Cabbage|Chicken,TRUE,Cabbage|Chestnut|Chicken,3,Woodland,#807640,Meaty,#b9656c,Sulphurous,#f8dc6a
Chestnut,Lamb,Cabbage,I,Chestnut|Lamb,Cabbage|Chestnut,Cabbage|Lamb,TRUE,Cabbage|Chestnut|Lamb,3,Woodland,#807640,Roasted ; Caramel roasted,#f2748b,Sulphurous,#f8dc6a
Chestnut,Pork,Cabbage,I,Chestnut|Pork,Cabbage|Chestnut,Cabbage|Pork,TRUE,Cabbage|Chestnut|Pork,3,Woodland,#807640,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Chicken,Chilli,Cabbage,I,Chicken|Chilli,Cabbage|Chicken,Cabbage|Chilli,TRUE,Cabbage|Chicken|Chilli,3,Meaty,#b9656c,Green & Grassy ; Light green,#a8b172,Sulphurous,#f8dc6a
Chicken,Egg,Cabbage,I,Chicken|Egg,Cabbage|Chicken,Cabbage|Egg,TRUE,Cabbage|Chicken|Egg,3,Meaty,#b9656c,Spicy ; Spicy woody,#dd5a53,Sulphurous,#f8dc6a
Chicken,Garlic,Cabbage,I,Chicken|Garlic,Cabbage|Chicken,Cabbage|Garlic,TRUE,Cabbage|Chicken|Garlic,3,Meaty,#b9656c,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous,#f8dc6a
Chicken,Potato,Cabbage,I,Chicken|Potato,Cabbage|Chicken,Cabbage|Potato,TRUE,Cabbage|Chicken|Potato,3,Meaty,#b9656c,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Chicken,Shellfish,Cabbage,I,Chicken|Shellfish,Cabbage|Chicken,Cabbage|Shellfish,TRUE,Cabbage|Chicken|Shellfish,3,Meaty,#b9656c,Marine,#35a8ad,Sulphurous,#f8dc6a
Chicken,Truffle,Cabbage,I,Chicken|Truffle,Cabbage|Chicken,Cabbage|Truffle,TRUE,Cabbage|Chicken|Truffle,3,Meaty,#b9656c,Sulphurous ; Allium,#f8dc6a,Sulphurous,#f8dc6a
Chicken,Onion,Cabbage,I,Chicken|Onion,Cabbage|Chicken,Cabbage|Onion,TRUE,Cabbage|Chicken|Onion,3,Meaty,#b9656c,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Egg,Pork,Cabbage,I,Egg|Pork,Cabbage|Egg,Cabbage|Pork,TRUE,Cabbage|Egg|Pork,3,Spicy ; Spicy woody,#dd5a53,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Egg,Potato,Cabbage,I,Egg|Potato,Cabbage|Egg,Cabbage|Potato,TRUE,Cabbage|Egg|Potato,3,Spicy ; Spicy woody,#dd5a53,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Egg,Nutmeg,Cabbage,I,Egg|Nutmeg,Cabbage|Egg,Cabbage|Nutmeg,TRUE,Cabbage|Egg|Nutmeg,3,Spicy ; Spicy woody,#dd5a53,Spicy,#dd5a55,Sulphurous,#f8dc6a
Egg,Shellfish,Cabbage,I,Egg|Shellfish,Cabbage|Egg,Cabbage|Shellfish,TRUE,Cabbage|Egg|Shellfish,3,Spicy ; Spicy woody,#dd5a53,Marine,#35a8ad,Sulphurous,#f8dc6a
Egg,Smoked Fish,Cabbage,I,Egg|Smoked Fish,Cabbage|Egg,Cabbage|Smoked Fish,TRUE,Cabbage|Egg|Smoked Fish,3,Spicy ; Spicy woody,#dd5a53,Brine & Salt,#c3d7d2,Sulphurous,#f8dc6a
Egg,Truffle,Cabbage,I,Egg|Truffle,Cabbage|Egg,Cabbage|Truffle,TRUE,Cabbage|Egg|Truffle,3,Spicy ; Spicy woody,#dd5a53,Sulphurous ; Allium,#f8dc6a,Sulphurous,#f8dc6a
Egg,Ginger,Cabbage,I,Egg|Ginger,Cabbage|Egg,Cabbage|Ginger,TRUE,Cabbage|Egg|Ginger,3,Spicy ; Spicy woody,#dd5a53,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous,#f8dc6a
Egg,Onion,Cabbage,I,Egg|Onion,Cabbage|Egg,Cabbage|Onion,TRUE,Cabbage|Egg|Onion,3,Spicy ; Spicy woody,#dd5a53,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Pork,Potato,Cabbage,I,Pork|Potato,Cabbage|Pork,Cabbage|Potato,TRUE,Cabbage|Pork|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Pork,Shellfish,Cabbage,I,Pork|Shellfish,Cabbage|Pork,Cabbage|Shellfish,TRUE,Cabbage|Pork|Shellfish,3,Sulphurous ; Cruciferous,#f8dc6a,Marine,#35a8ad,Sulphurous,#f8dc6a
Pork,Truffle,Cabbage,I,Pork|Truffle,Cabbage|Pork,Cabbage|Truffle,TRUE,Cabbage|Pork|Truffle,3,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous ; Allium,#f8dc6a,Sulphurous,#f8dc6a
Nutmeg,Potato,Cabbage,I,Nutmeg|Potato,Cabbage|Nutmeg,Cabbage|Potato,TRUE,Cabbage|Nutmeg|Potato,3,Spicy,#dd5a55,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Nutmeg,Shellfish,Cabbage,I,Nutmeg|Shellfish,Cabbage|Nutmeg,Cabbage|Shellfish,TRUE,Cabbage|Nutmeg|Shellfish,3,Spicy,#dd5a55,Marine,#35a8ad,Sulphurous,#f8dc6a
Nutmeg,Onion,Cabbage,I,Nutmeg|Onion,Cabbage|Nutmeg,Cabbage|Onion,TRUE,Cabbage|Nutmeg|Onion,3,Spicy,#dd5a55,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Shellfish,Smoked Fish,Cabbage,I,Shellfish|Smoked Fish,Cabbage|Shellfish,Cabbage|Smoked Fish,TRUE,Cabbage|Shellfish|Smoked Fish,3,Marine,#35a8ad,Brine & Salt,#c3d7d2,Sulphurous,#f8dc6a
Shellfish,Truffle,Cabbage,I,Shellfish|Truffle,Cabbage|Shellfish,Cabbage|Truffle,TRUE,Cabbage|Shellfish|Truffle,3,Marine,#35a8ad,Sulphurous ; Allium,#f8dc6a,Sulphurous,#f8dc6a
Lamb,Potato,Cabbage,I,Lamb|Potato,Cabbage|Lamb,Cabbage|Potato,TRUE,Cabbage|Lamb|Potato,3,Roasted ; Caramel roasted,#f2748b,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Lamb,Nutmeg,Cabbage,I,Lamb|Nutmeg,Cabbage|Lamb,Cabbage|Nutmeg,TRUE,Cabbage|Lamb|Nutmeg,3,Roasted ; Caramel roasted,#f2748b,Spicy,#dd5a55,Sulphurous,#f8dc6a
Lamb,Shellfish,Cabbage,I,Lamb|Shellfish,Cabbage|Lamb,Cabbage|Shellfish,TRUE,Cabbage|Lamb|Shellfish,3,Roasted ; Caramel roasted,#f2748b,Marine,#35a8ad,Sulphurous,#f8dc6a
Lamb,Onion,Cabbage,I,Lamb|Onion,Cabbage|Lamb,Cabbage|Onion,TRUE,Cabbage|Lamb|Onion,3,Roasted ; Caramel roasted,#f2748b,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Juniper,Pork,Cabbage,I,Juniper|Pork,Cabbage|Juniper,Cabbage|Pork,TRUE,Cabbage|Juniper|Pork,3,Roasted ; Caramel roasted,#f2748b,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Ginger,Pork,Cabbage,I,Ginger|Pork,Cabbage|Ginger,Cabbage|Pork,TRUE,Cabbage|Ginger|Pork,3,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Ginger,Onion,Cabbage,I,Ginger|Onion,Cabbage|Ginger,Cabbage|Onion,TRUE,Cabbage|Ginger|Onion,3,Creamy Fruity ; Creamy fruity,#f1bac6,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Onion,Pork,Cabbage,I,Onion|Pork,Cabbage|Onion,Cabbage|Pork,TRUE,Cabbage|Onion|Pork,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Onion,Potato,Cabbage,I,Onion|Potato,Cabbage|Onion,Cabbage|Potato,TRUE,Cabbage|Onion|Potato,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Onion,Smoked Fish,Cabbage,I,Onion|Smoked Fish,Cabbage|Onion,Cabbage|Smoked Fish,TRUE,Cabbage|Onion|Smoked Fish,3,Citrussy ; Sour fruity,#f3d45b,Brine & Salt,#c3d7d2,Sulphurous,#f8dc6a
Garlic,Pork,Cabbage,I,Garlic|Pork,Cabbage|Garlic,Cabbage|Pork,TRUE,Cabbage|Garlic|Pork,3,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Garlic,Potato,Cabbage,I,Garlic|Potato,Cabbage|Garlic,Cabbage|Potato,TRUE,Cabbage|Garlic|Potato,3,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous,#f8dc6a
Garlic,Shellfish,Cabbage,I,Garlic|Shellfish,Cabbage|Garlic,Cabbage|Shellfish,TRUE,Cabbage|Garlic|Shellfish,3,Creamy Fruity ; Creamy fruity,#f1bac6,Marine,#35a8ad,Sulphurous,#f8dc6a
Garlic,Ginger,Cabbage,I,Garlic|Ginger,Cabbage|Garlic,Cabbage|Ginger,TRUE,Cabbage|Garlic|Ginger,3,Creamy Fruity ; Creamy fruity,#f1bac6,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous,#f8dc6a
Garlic,Truffle,Cabbage,I,Garlic|Truffle,Cabbage|Garlic,Cabbage|Truffle,TRUE,Cabbage|Garlic|Truffle,3,Creamy Fruity ; Creamy fruity,#f1bac6,Sulphurous ; Allium,#f8dc6a,Sulphurous,#f8dc6a
Garlic,Lamb,Cabbage,I,Garlic|Lamb,Cabbage|Garlic,Cabbage|Lamb,TRUE,Cabbage|Garlic|Lamb,3,Creamy Fruity ; Creamy fruity,#f1bac6,Roasted ; Caramel roasted,#f2748b,Sulphurous,#f8dc6a
Garlic,Onion,Cabbage,I,Garlic|Onion,Cabbage|Garlic,Cabbage|Onion,TRUE,Cabbage|Garlic|Onion,3,Creamy Fruity ; Creamy fruity,#f1bac6,Citrussy ; Sour fruity,#f3d45b,Sulphurous,#f8dc6a
Olive,Potato,Caper,I,Olive|Potato,Caper|Olive,Caper|Potato,TRUE,Caper|Olive|Potato,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a,Mustardy,#f0bb50
Olive,White Fish,Caper,I,Olive|White Fish,Caper|Olive,Caper|White Fish,TRUE,Caper|Olive|White Fish,3,Citrussy ; Sour fruity,#f3d45b,Marine,#35a8ad,Mustardy,#f0bb50
Olive,Shellfish,Caper,I,Olive|Shellfish,Caper|Olive,Caper|Shellfish,TRUE,Caper|Olive|Shellfish,3,Citrussy ; Sour fruity,#f3d45b,Marine,#35a8ad,Mustardy,#f0bb50
Olive,Tomato,Caper,I,Olive|Tomato,Caper|Olive,Caper|Tomato,TRUE,Caper|Olive|Tomato,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Parsley,Potato,Caper,I,Parsley|Potato,Caper|Parsley,Caper|Potato,TRUE,Caper|Parsley|Potato,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a,Mustardy,#f0bb50
Parsley,White Fish,Caper,I,Parsley|White Fish,Caper|Parsley,Caper|White Fish,TRUE,Caper|Parsley|White Fish,3,Citrussy ; Sour fruity,#f3d45b,Marine,#35a8ad,Mustardy,#f0bb50
Parsley,Shellfish,Caper,I,Parsley|Shellfish,Caper|Parsley,Caper|Shellfish,TRUE,Caper|Parsley|Shellfish,3,Citrussy ; Sour fruity,#f3d45b,Marine,#35a8ad,Mustardy,#f0bb50
Parsley,Smoked Fish,Caper,I,Parsley|Smoked Fish,Caper|Parsley,Caper|Smoked Fish,TRUE,Caper|Parsley|Smoked Fish,3,Citrussy ; Sour fruity,#f3d45b,Brine & Salt,#c3d7d2,Mustardy,#f0bb50
Lemon,Olive,Caper,I,Lemon|Olive,Caper|Lemon,Caper|Olive,TRUE,Caper|Lemon|Olive,3,Roasted ; Caramel roasted,#f2748b,Citrussy ; Sour fruity,#f3d45b,Mustardy,#f0bb50
Lemon,Parsley,Caper,I,Lemon|Parsley,Caper|Lemon,Caper|Parsley,TRUE,Caper|Lemon|Parsley,3,Roasted ; Caramel roasted,#f2748b,Citrussy ; Sour fruity,#f3d45b,Mustardy,#f0bb50
Lemon,Potato,Caper,I,Lemon|Potato,Caper|Lemon,Caper|Potato,TRUE,Caper|Lemon|Potato,3,Roasted ; Caramel roasted,#f2748b,Sulphurous ; Cruciferous,#f8dc6a,Mustardy,#f0bb50
Lemon,White Fish,Caper,I,Lemon|White Fish,Caper|Lemon,Caper|White Fish,TRUE,Caper|Lemon|White Fish,3,Roasted ; Caramel roasted,#f2748b,Marine,#35a8ad,Mustardy,#f0bb50
Lemon,Shellfish,Caper,I,Lemon|Shellfish,Caper|Lemon,Caper|Shellfish,TRUE,Caper|Lemon|Shellfish,3,Roasted ; Caramel roasted,#f2748b,Marine,#35a8ad,Mustardy,#f0bb50
Lemon,Smoked Fish,Caper,I,Lemon|Smoked Fish,Caper|Lemon,Caper|Smoked Fish,TRUE,Caper|Lemon|Smoked Fish,3,Roasted ; Caramel roasted,#f2748b,Brine & Salt,#c3d7d2,Mustardy,#f0bb50
Lemon,Oily Fish,Caper,I,Lemon|Oily Fish,Caper|Lemon,Caper|Oily Fish,TRUE,Caper|Lemon|Oily Fish,3,Roasted ; Caramel roasted,#f2748b,Citrussy ; Sour fruity,#f3d45b,Mustardy,#f0bb50
Lemon,Tomato,Caper,I,Lemon|Tomato,Caper|Lemon,Caper|Tomato,TRUE,Caper|Lemon|Tomato,3,Roasted ; Caramel roasted,#f2748b,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Goat's Cheese,Olive,Caper,I,Goat's Cheese|Olive,Caper|Goat's Cheese,Caper|Olive,TRUE,Caper|Goat's Cheese|Olive,3,Cheesy,#f7e593,Citrussy ; Sour fruity,#f3d45b,Mustardy,#f0bb50
Goat's Cheese,Lemon,Caper,I,Goat's Cheese|Lemon,Caper|Goat's Cheese,Caper|Lemon,TRUE,Caper|Goat's Cheese|Lemon,3,Cheesy,#f7e593,Roasted ; Caramel roasted,#f2748b,Mustardy,#f0bb50
Goat's Cheese,Lamb,Caper,I,Goat's Cheese|Lamb,Caper|Goat's Cheese,Caper|Lamb,TRUE,Caper|Goat's Cheese|Lamb,3,Cheesy,#f7e593,Roasted ; Caramel roasted,#f2748b,Mustardy,#f0bb50
Potato,White Fish,Caper,I,Potato|White Fish,Caper|Potato,Caper|White Fish,TRUE,Caper|Potato|White Fish,3,Sulphurous ; Cruciferous,#f8dc6a,Marine,#35a8ad,Mustardy,#f0bb50
Potato,Shellfish,Caper,I,Potato|Shellfish,Caper|Potato,Caper|Shellfish,TRUE,Caper|Potato|Shellfish,3,Sulphurous ; Cruciferous,#f8dc6a,Marine,#35a8ad,Mustardy,#f0bb50
Potato,Smoked Fish,Caper,I,Potato|Smoked Fish,Caper|Potato,Caper|Smoked Fish,TRUE,Caper|Potato|Smoked Fish,3,Sulphurous ; Cruciferous,#f8dc6a,Brine & Salt,#c3d7d2,Mustardy,#f0bb50
Potato,Tomato,Caper,I,Potato|Tomato,Caper|Potato,Caper|Tomato,TRUE,Caper|Potato|Tomato,3,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Cucumber,Goat's Cheese,Caper,I,Cucumber|Goat's Cheese,Caper|Cucumber,Caper|Goat's Cheese,TRUE,Caper|Cucumber|Goat's Cheese,3,Green & Grassy,#a8b165,Cheesy,#f7e593,Mustardy,#f0bb50
Cucumber,White Fish,Caper,I,Cucumber|White Fish,Caper|Cucumber,Caper|White Fish,TRUE,Caper|Cucumber|White Fish,3,Green & Grassy,#a8b165,Marine,#35a8ad,Mustardy,#f0bb50
Cucumber,Shellfish,Caper,I,Cucumber|Shellfish,Caper|Cucumber,Caper|Shellfish,TRUE,Caper|Cucumber|Shellfish,3,Green & Grassy,#a8b165,Marine,#35a8ad,Mustardy,#f0bb50
Cucumber,Oily Fish,Caper,I,Cucumber|Oily Fish,Caper|Cucumber,Caper|Oily Fish,TRUE,Caper|Cucumber|Oily Fish,3,Green & Grassy,#a8b165,Citrussy ; Sour fruity,#f3d45b,Mustardy,#f0bb50
Cucumber,Tomato,Caper,I,Cucumber|Tomato,Caper|Cucumber,Caper|Tomato,TRUE,Caper|Cucumber|Tomato,3,Green & Grassy,#a8b165,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Shellfish,White Fish,Caper,I,Shellfish|White Fish,Caper|Shellfish,Caper|White Fish,TRUE,Caper|Shellfish|White Fish,3,Marine,#35a8ad,Marine,#35a8ad,Mustardy,#f0bb50
Shellfish,Smoked Fish,Caper,I,Shellfish|Smoked Fish,Caper|Shellfish,Caper|Smoked Fish,TRUE,Caper|Shellfish|Smoked Fish,3,Marine,#35a8ad,Brine & Salt,#c3d7d2,Mustardy,#f0bb50
Shellfish,Tomato,Caper,I,Shellfish|Tomato,Caper|Shellfish,Caper|Tomato,TRUE,Caper|Shellfish|Tomato,3,Marine,#35a8ad,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Smoked Fish,Soft Cheese,Caper,I,Smoked Fish|Soft Cheese,Caper|Smoked Fish,Caper|Soft Cheese,TRUE,Caper|Smoked Fish|Soft Cheese,3,Brine & Salt,#c3d7d2,Cheesy,#f7e597,Mustardy,#f0bb50
Lamb,Lemon,Caper,I,Lamb|Lemon,Caper|Lamb,Caper|Lemon,TRUE,Caper|Lamb|Lemon,3,Roasted ; Caramel roasted,#f2748b,Roasted ; Caramel roasted,#f2748b,Mustardy,#f0bb50
Lamb,Potato,Caper,I,Lamb|Potato,Caper|Lamb,Caper|Potato,TRUE,Caper|Lamb|Potato,3,Roasted ; Caramel roasted,#f2748b,Sulphurous ; Cruciferous,#f8dc6a,Mustardy,#f0bb50
Lamb,Shellfish,Caper,I,Lamb|Shellfish,Caper|Lamb,Caper|Shellfish,TRUE,Caper|Lamb|Shellfish,3,Roasted ; Caramel roasted,#f2748b,Marine,#35a8ad,Mustardy,#f0bb50
Lamb,Tomato,Caper,I,Lamb|Tomato,Caper|Lamb,Caper|Tomato,TRUE,Caper|Lamb|Tomato,3,Roasted ; Caramel roasted,#f2748b,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Oily Fish,Parsley,Caper,I,Oily Fish|Parsley,Caper|Oily Fish,Caper|Parsley,TRUE,Caper|Oily Fish|Parsley,3,Citrussy ; Sour fruity,#f3d45b,Citrussy ; Sour fruity,#f3d45b,Mustardy,#f0bb50
Oily Fish,Potato,Caper,I,Oily Fish|Potato,Caper|Oily Fish,Caper|Potato,TRUE,Caper|Oily Fish|Potato,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a,Mustardy,#f0bb50
Oily Fish,Shellfish,Caper,I,Oily Fish|Shellfish,Caper|Oily Fish,Caper|Shellfish,TRUE,Caper|Oily Fish|Shellfish,3,Citrussy ; Sour fruity,#f3d45b,Marine,#35a8ad,Mustardy,#f0bb50
Tomato,White Fish,Caper,I,Tomato|White Fish,Caper|Tomato,Caper|White Fish,TRUE,Caper|Tomato|White Fish,3,Sulphurous ; Allium,#f8dc6a,Marine,#35a8ad,Mustardy,#f0bb50
Cauliflower,Shellfish,Caper,I,Cauliflower|Shellfish,Caper|Cauliflower,Caper|Shellfish,TRUE,Caper|Cauliflower|Shellfish,3,Earthy ; Dark green,#8b4b32,Marine,#35a8ad,Mustardy,#f0bb50
Cauliflower,Potato,Caper,I,Cauliflower|Potato,Caper|Cauliflower,Caper|Potato,TRUE,Caper|Cauliflower|Potato,3,Earthy ; Dark green,#8b4b32,Sulphurous ; Cruciferous,#f8dc6a,Mustardy,#f0bb50
Soft Cheese,Tomato,Caper,I,Soft Cheese|Tomato,Caper|Soft Cheese,Caper|Tomato,TRUE,Caper|Soft Cheese|Tomato,3,Cheesy,#f7e597,Sulphurous ; Allium,#f8dc6a,Mustardy,#f0bb50
Cheese,Raisin,Caraway,II,Cheese|Raisin,Caraway|Cheese,Caraway|Raisin,TRUE,Caraway|Cheese|Raisin,3,Animalic,#69722f,Dried fruit,#b3514b,Herbal,#2c2921
Cheese,Rye,Caraway,II,Cheese|Rye,Caraway|Cheese,Caraway|Rye,TRUE,Caraway|Cheese|Rye,3,Animalic,#69722f,Caramel roasted,#e0d78f,Herbal,#2c2921
Cheese,Fennel,Caraway,II,Cheese|Fennel,Caraway|Cheese,Caraway|Fennel,TRUE,Caraway|Cheese|Fennel,3,Animalic,#69722f,Light green,#65904b,Herbal,#2c2921
Cheese,Poppy Seed,Caraway,II,Cheese|Poppy Seed,Caraway|Cheese,Caraway|Poppy Seed,TRUE,Caraway|Cheese|Poppy Seed,3,Animalic,#69722f,Sulphurous ; Cruciferous,#f8dc6a,Herbal,#2c2921
Egg,Potato,Caraway,mixed,Egg|Potato,Caraway|Egg,Caraway|Potato,TRUE,Caraway|Egg|Potato,3,Spicy ; Spicy woody,#dd5a53,Sulphurous ; Cruciferous,#f8dc6a,Herbal,#2c2921
Egg,Ginger,Caraway,mixed,Egg|Ginger,Caraway|Egg,Caraway|Ginger,TRUE,Caraway|Egg|Ginger,3,Spicy ; Spicy woody,#dd5a53,Creamy Fruity ; Creamy fruity,#f1bac6,Herbal,#2c2921
Egg,Rye,Caraway,II,Egg|Rye,Caraway|Egg,Caraway|Rye,TRUE,Caraway|Egg|Rye,3,Spicy ; Spicy woody,#dd5a53,Caramel roasted,#e0d78f,Herbal,#2c2921
Cinnamon,Raisin,Caraway,II,Cinnamon|Raisin,Caraway|Cinnamon,Caraway|Raisin,TRUE,Caraway|Cinnamon|Raisin,3,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b,Herbal,#2c2921
Cinnamon,Poppy Seed,Caraway,II,Cinnamon|Poppy Seed,Caraway|Cinnamon,Caraway|Poppy Seed,TRUE,Caraway|Cinnamon|Poppy Seed,3,Green & Grassy ; Light green,#a8b172,Sulphurous ; Cruciferous,#f8dc6a,Herbal,#2c2921
Cinnamon,Orange,Caraway,mixed,Cinnamon|Orange,Caraway|Cinnamon,Caraway|Orange,TRUE,Caraway|Cinnamon|Orange,3,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b,Herbal,#2c2921
Cinnamon,Ginger,Caraway,mixed,Cinnamon|Ginger,Caraway|Cinnamon,Caraway|Ginger,TRUE,Caraway|Cinnamon|Ginger,3,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6,Herbal,#2c2921
Raisin,Rye,Caraway,II,Raisin|Rye,Caraway|Raisin,Caraway|Rye,TRUE,Caraway|Raisin|Rye,3,Dried fruit,#b3514b,Caramel roasted,#e0d78f,Herbal,#2c2921
Poppy Seed,Potato,Caraway,II,Poppy Seed|Potato,Caraway|Poppy Seed,Caraway|Potato,TRUE,Caraway|Poppy Seed|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Sulphurous ; Cruciferous,#f8dc6a,Herbal,#2c2921
Potato,Rye,Caraway,II,Potato|Rye,Caraway|Potato,Caraway|Rye,TRUE,Caraway|Potato|Rye,3,Sulphurous ; Cruciferous,#f8dc6a,Caramel roasted,#e0d78f,Herbal,#2c2921
Orange,Raisin,Caraway,II,Orange|Raisin,Caraway|Orange,Caraway|Raisin,TRUE,Caraway|Orange|Raisin,3,Citrussy ; Sour fruity,#f3d45b,Dried fruit,#b3514b,Herbal,#2c2921
Orange,Rye,Caraway,II,Orange|Rye,Caraway|Orange,Caraway|Rye,TRUE,Caraway|Orange|Rye,3,Citrussy ; Sour fruity,#f3d45b,Caramel roasted,#e0d78f,Herbal,#2c2921
Orange,Poppy Seed,Caraway,II,Orange|Poppy Seed,Caraway|Orange,Caraway|Poppy Seed,TRUE,Caraway|Orange|Poppy Seed,3,Citrussy ; Sour fruity,#f3d45b,Sulphurous ; Cruciferous,#f8dc6a,Herbal,#2c2921
Cumin,Potato,Caraway,mixed,Cumin|Potato,Caraway|Cumin,Caraway|Potato,TRUE,Caraway|Cumin|Potato,3,Green & Grassy,#a8b165,Sulphurous ; Cruciferous,#f8dc6a,Herbal,#2c2921
Cumin,Egg,Caraway,mixed,Cumin|Egg,Caraway|Cumin,Caraway|Egg,TRUE,Caraway|Cumin|Egg,3,Green & Grassy,#a8b165,Spicy ; Spicy woody,#dd5a53,Herbal,#2c2921
Fennel,Orange,Caraway,II,Fennel|Orange,Caraway|Fennel,Caraway|Orange,TRUE,Caraway|Fennel|Orange,3,Light green,#65904b,Citrussy ; Sour fruity,#f3d45b,Herbal,#2c2921
Fennel,Rye,Caraway,II,Fennel|Rye,Caraway|Fennel,Caraway|Rye,TRUE,Caraway|Fennel|Rye,3,Light green,#65904b,Caramel roasted,#e0d78f,Herbal,#2c2921
Ginger,Raisin,Caraway,II,Ginger|Raisin,Caraway|Ginger,Caraway|Raisin,TRUE,Caraway|Ginger|Raisin,3,Creamy Fruity ; Creamy fruity,#f1bac6,Dried fruit,#b3514b,Herbal,#2c2921
Ginger,Rye,Caraway,II,Ginger|Rye,Caraway|Ginger,Caraway|Rye,TRUE,Caraway|Ginger|Rye,3,Creamy Fruity ; Creamy fruity,#f1bac6,Caramel roasted,#e0d78f,Herbal,#2c2921
Ginger,Orange,Caraway,mixed,Ginger|Orange,Caraway|Ginger,Caraway|Orange,TRUE,Caraway|Ginger|Orange,3,Creamy Fruity ; Creamy fruity,#f1bac6,Citrussy ; Sour fruity,#f3d45b,Herbal,#2c2921
Chocolate,Cinnamon,Cardamom,I,Chocolate|Cinnamon,Cardamom|Chocolate,Cardamom|Cinnamon,TRUE,Cardamom|Chocolate|Cinnamon,3,Green & Grassy ; Light green,#a8b172,Green & Grassy ; Light green,#a8b172,Citrussy,#f3d45b
Chocolate,Pear,Cardamom,I,Chocolate|Pear,Cardamom|Chocolate,Cardamom|Pear,TRUE,Cardamom|Chocolate|Pear,3,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b,Citrussy,#f3d45b
